date_agg,week_date,days_since_coinbase,herfindal_index
202028,2020-02-17,111,0.17852357198173074
202028,2020-02-17,112,0.17852358472035815
202028,2020-02-17,113,0.17852308074657017
202028,2020-02-17,114,0.17852222691150693
202028,2020-02-17,115,0.1785222165876707
202028,2020-02-17,116,0.17852222117431552
202028,2020-02-17,117,0.17852222640554941
202028,2020-02-17,118,0.17847349378590324
202028,2020-02-17,119,0.17847348968614
202028,2020-02-17,120,0.17847354673560739
202028,2020-02-17,121,0.178473549789584
202028,2020-02-17,122,0.17847353625776502
202028,2020-02-17,123,0.17847272964197863
202028,2020-02-17,124,0.17847273096400287
202028,2020-02-17,125,0.17847275051928274
202028,2020-02-17,126,0.17847262426596838
202028,2020-02-17,127,0.17847256735491651
202028,2020-02-17,128,0.17847115666583638
202028,2020-02-17,129,0.18515408332380437
202028,2020-02-17,130,0.18377341946163736
202028,2020-02-17,131,0.17933286504349213
202028,2020-02-17,132,0.18257941031161146
202028,2020-02-17,133,0.190659431591765
202028,2020-02-17,134,0.188143958827872
202029,2020-02-24,0,0.98205032178103246
202029,2020-02-24,1,0.64015189891509694
202029,2020-02-24,2,0.32438016087519805
202029,2020-02-24,3,0.24748051683078626
202029,2020-02-24,4,0.22031873713254543
202029,2020-02-24,5,0.2096989679990999
202029,2020-02-24,6,0.20700589398150135
202029,2020-02-24,7,0.20277476314964218
202029,2020-02-24,8,0.19785226599565034
202029,2020-02-24,9,0.19576533631321069
202029,2020-02-24,10,0.19306330125543564
202029,2020-02-24,11,0.19163609057242637
202029,2020-02-24,12,0.18976262798992447
202029,2020-02-24,13,0.18938046257658972
202029,2020-02-24,14,0.18838645945200264
202029,2020-02-24,15,0.18775291651481213
202029,2020-02-24,16,0.186202742444728
202029,2020-02-24,17,0.18595211957412469
202029,2020-02-24,18,0.18568941593655336
202029,2020-02-24,19,0.18448988794067653
202029,2020-02-24,20,0.18272436160008129
202029,2020-02-24,21,0.1802416579187012
202029,2020-02-24,22,0.17749542316653796
202029,2020-02-24,23,0.17620819870462603
202029,2020-02-24,24,0.17542489191793312
202029,2020-02-24,25,0.17533726526599985
202029,2020-02-24,26,0.17506327318793136
202029,2020-02-24,27,0.17506005859579643
202029,2020-02-24,28,0.17505861314340632
202029,2020-02-24,29,0.17505775221543721
202029,2020-02-24,30,0.17474624655951945
202029,2020-02-24,31,0.17474232842615944
202029,2020-02-24,32,0.17473895300341538
202029,2020-02-24,33,0.17473596435955022
202029,2020-02-24,34,0.17473416316724882
